seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot,policy,experiment,experiment_label,label,source
42,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.943,400.5276,2528,908,60282,57754,57753,217,42,207,217,217,207,6822,7042,0.0157,0.0328,0.9514,0.0143,0.0574,0.9283,11,44,207,225,207,207,Hybrid,Squared_temporal,Squared temporal,Hybrid: Squared temporal,run_logs/run_20260512_084959/hybrid_Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
43,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9475,398.2832,2254,900,60062,57808,57809,189,42,211,189,189,179,6966,7165,0.0079,0.0329,0.9593,0.0196,0.0392,0.9413,15,30,221,188,211,179,Hybrid,Squared_temporal,Squared temporal,Hybrid: Squared temporal,run_logs/run_20260512_084959/hybrid_Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
44,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9439,398.0332,2586,749,59410,56824,56827,207,43,216,207,207,189,6842,7051,0.0157,0.0288,0.9556,0.0157,0.0471,0.9373,12,36,219,217,216,189,Hybrid,Squared_temporal,Squared temporal,Hybrid: Squared temporal,run_logs/run_20260512_084959/hybrid_Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
45,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9449,396.2367,2495,784,59520,57025,57027,198,42,207,198,198,199,6823,7018,0.0105,0.0276,0.9619,0.0235,0.0482,0.9283,18,37,217,211,207,199,Hybrid,Squared_temporal,Squared temporal,Hybrid: Squared temporal,run_logs/run_20260512_084959/hybrid_Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
46,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9469,397.1374,2424,705,58938,56514,56513,204,42,215,204,204,192,6832,7044,0.0105,0.0316,0.9578,0.0065,0.0365,0.957,5,28,214,205,215,192,Hybrid,Squared_temporal,Squared temporal,Hybrid: Squared temporal,run_logs/run_20260512_084959/hybrid_Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
47,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9451,398.1579,2306,955,59402,57096,57096,209,42,200,209,209,203,6677,6894,0.0132,0.0448,0.942,0.0157,0.0731,0.9112,12,56,203,228,200,203,Hybrid,Squared_temporal,Squared temporal,Hybrid: Squared temporal,run_logs/run_20260512_084959/hybrid_Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
48,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9454,398.3698,2436,820,59646,57210,57210,181,42,227,181,181,183,6824,7001,0.0106,0.0317,0.9578,0.0172,0.0515,0.9314,13,39,233,198,227,183,Hybrid,Squared_temporal,Squared temporal,Hybrid: Squared temporal,run_logs/run_20260512_084959/hybrid_Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
49,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9433,396.9433,2367,987,59136,56769,56769,194,42,219,194,194,186,6818,7008,0.0131,0.0327,0.9542,0.0157,0.0587,0.9256,12,45,221,211,219,186,Hybrid,Squared_temporal,Squared temporal,Hybrid: Squared temporal,run_logs/run_20260512_084959/hybrid_Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
50,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9458,397.3407,2444,778,59402,56958,56958,208,42,219,208,208,195,6673,6880,0.0143,0.0261,0.9596,0.0117,0.0456,0.9426,9,35,219,220,219,195,Hybrid,Squared_temporal,Squared temporal,Hybrid: Squared temporal,run_logs/run_20260512_084959/hybrid_Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
51,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9433,398.5907,2507,888,59852,57345,57344,195,42,222,195,195,191,6720,6914,0.0119,0.0264,0.9618,0.013,0.0534,0.9336,10,41,224,211,222,191,Hybrid,Squared_temporal,Squared temporal,Hybrid: Squared temporal,run_logs/run_20260512_084959/hybrid_Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
