seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot,policy,experiment,experiment_label,label,source
42,Imbalance_squared_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9492,400.6339,2329,734,60282,57953,57952,199,42,209,199,199,195,6896,7091,0.0157,0.0328,0.9514,0.0169,0.0574,0.9257,13,44,212,212,209,195,Hybrid,Imbalance_squared_count_temporal,Imbalance squared count temporal,Hybrid: Imbalance squared count temporal,run_logs/run_20260512_073645/hybrid_Imbalance_squared_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
43,Imbalance_squared_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9477,398.5345,2183,960,60062,57879,57880,168,42,211,168,168,166,7063,7244,0.0079,0.0329,0.9593,0.0274,0.0627,0.9099,21,48,226,187,211,166,Hybrid,Imbalance_squared_count_temporal,Imbalance squared count temporal,Hybrid: Imbalance squared count temporal,run_logs/run_20260512_073645/hybrid_Imbalance_squared_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
44,Imbalance_squared_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9425,398.2661,2659,757,59410,56751,56755,198,42,215,198,198,196,7054,7255,0.0157,0.0288,0.9556,0.0105,0.0745,0.915,8,57,211,231,215,196,Hybrid,Imbalance_squared_count_temporal,Imbalance squared count temporal,Hybrid: Imbalance squared count temporal,run_logs/run_20260512_073645/hybrid_Imbalance_squared_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
45,Imbalance_squared_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9456,396.5887,2425,814,59520,57095,57097,207,42,212,207,207,194,6906,7106,0.0105,0.0276,0.9619,0.0196,0.0522,0.9283,15,40,220,223,212,194,Hybrid,Imbalance_squared_count_temporal,Imbalance squared count temporal,Hybrid: Imbalance squared count temporal,run_logs/run_20260512_073645/hybrid_Imbalance_squared_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
46,Imbalance_squared_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9492,397.2932,2220,773,58938,56718,56716,198,42,222,198,198,197,7019,7222,0.0105,0.0316,0.9578,0.0209,0.0587,0.9205,16,45,230,211,222,197,Hybrid,Imbalance_squared_count_temporal,Imbalance squared count temporal,Hybrid: Imbalance squared count temporal,run_logs/run_20260512_073645/hybrid_Imbalance_squared_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
47,Imbalance_squared_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9471,398.4253,2270,875,59402,57132,57132,203,42,199,203,203,207,6974,7181,0.0132,0.0448,0.942,0.03,0.047,0.923,23,36,215,205,199,207,Hybrid,Imbalance_squared_count_temporal,Imbalance squared count temporal,Hybrid: Imbalance squared count temporal,run_logs/run_20260512_073645/hybrid_Imbalance_squared_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
48,Imbalance_squared_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9435,397.7408,2566,802,59646,57080,57080,186,42,207,186,186,185,7017,7196,0.0106,0.0317,0.9578,0.0277,0.0633,0.909,21,48,220,212,207,185,Hybrid,Imbalance_squared_count_temporal,Imbalance squared count temporal,Hybrid: Imbalance squared count temporal,run_logs/run_20260512_073645/hybrid_Imbalance_squared_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
49,Imbalance_squared_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9463,396.7538,2270,907,59136,56866,56868,180,42,224,180,180,173,7112,7298,0.0131,0.0327,0.9542,0.0131,0.0483,0.9386,10,37,226,189,224,173,Hybrid,Imbalance_squared_count_temporal,Imbalance squared count temporal,Hybrid: Imbalance squared count temporal,run_logs/run_20260512_073645/hybrid_Imbalance_squared_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
50,Imbalance_squared_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9445,397.4293,2455,844,59402,56947,56944,199,42,223,199,199,197,6979,7189,0.0143,0.0261,0.9596,0.0196,0.0626,0.9179,15,48,228,226,223,197,Hybrid,Imbalance_squared_count_temporal,Imbalance squared count temporal,Hybrid: Imbalance squared count temporal,run_logs/run_20260512_073645/hybrid_Imbalance_squared_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
51,Imbalance_squared_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9473,398.8563,2315,841,59852,57537,57537,195,42,224,195,195,196,7096,7280,0.0119,0.0264,0.9618,0.0273,0.0729,0.8997,21,56,237,223,224,196,Hybrid,Imbalance_squared_count_temporal,Imbalance squared count temporal,Hybrid: Imbalance squared count temporal,run_logs/run_20260512_073645/hybrid_Imbalance_squared_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
