Seed,Day,Hour,Time (minutes),Station ID,Total Bikes,Usable Bikes,Unusable Bikes,Avg Maintenance Criticality,Capacity
2,0,7,420,S0,10,10,0,0.3691,21
2,0,7,420,S1,7,7,0,0.4755,15
2,0,7,420,S2,12,12,0,0.458,24
2,0,7,420,S3,8,8,0,0.4621,18
2,0,7,420,S4,8,8,0,0.5514,18
2,0,7,420,S5,12,12,0,0.4491,24
2,0,7,420,S6,10,10,0,0.3316,21
2,0,7,420,S7,13,13,0,0.5089,26
2,0,7,420,S8,11,11,0,0.3766,22
2,0,7,420,S9,5,5,0,0.3102,12
2,0,7,420,S10,8,8,0,0.3085,18
2,0,7,420,S11,8,8,0,0.432,17
2,0,7,420,S12,12,12,0,0.4844,24
2,0,7,420,S13,15,15,0,0.5267,29
2,0,7,420,S14,6,6,0,0.3448,13
2,0,7,420,S15,14,14,0,0.4598,27
2,0,7,420,S16,7,7,0,0.4921,15
2,0,7,420,S17,13,13,0,0.4794,25
2,0,7,420,S18,12,12,0,0.5144,24
2,0,7,420,S19,6,6,0,0.3341,13
2,0,7,420,S20,8,8,0,0.4102,18
2,0,7,420,S21,5,5,0,0.4163,12
2,0,7,420,S22,12,12,0,0.4631,24
2,0,7,420,S23,7,5,2,0.585,15
2,0,7,420,S24,12,12,0,0.3148,24
2,0,7,420,S25,12,12,0,0.4308,24
2,0,7,420,S26,16,16,0,0.3568,32
2,0,7,420,S27,13,13,0,0.4022,26
2,0,7,420,S28,15,15,0,0.3695,30
2,0,7,420,S29,15,15,0,0.4905,30
2,0,7,420,S30,7,7,0,0.5229,15
2,0,7,420,S31,22,22,0,0.4668,43
2,0,7,420,S32,12,12,0,0.3546,24
2,0,7,420,S33,14,14,0,0.4923,27
2,0,7,420,S34,13,12,1,0.5491,25
2,0,7,420,S35,12,12,0,0.3937,24
2,0,7,420,S36,10,9,1,0.5262,21
2,0,7,420,S37,19,18,1,0.3947,37
2,0,7,420,S38,9,9,0,0.4044,19
2,0,7,420,S39,18,18,0,0.4125,36
2,0,7,420,S40,10,9,1,0.4751,21
2,0,7,420,S41,15,15,0,0.4057,30
2,0,7,420,S42,10,10,0,0.5286,21
2,0,7,420,S43,16,16,0,0.4452,31
2,0,7,420,S44,9,9,0,0.4861,20
2,0,7,420,S45,6,6,0,0.3242,13
2,0,7,420,S46,13,13,0,0.4012,25
2,0,7,420,S47,12,12,0,0.5247,24
2,0,7,420,S48,8,8,0,0.5057,17
2,0,7,420,S49,10,10,0,0.4338,21
2,0,7,420,S50,15,15,0,0.3988,30
2,0,7,420,S51,10,10,0,0.564,22
2,0,7,420,S52,9,9,0,0.4336,19
2,0,7,420,S53,16,16,0,0.4545,31
2,0,7,420,S54,12,12,0,0.5434,24
2,0,7,420,S55,16,16,0,0.5516,31
2,0,7,420,S56,5,5,0,0.4298,12
2,0,7,420,S57,13,12,1,0.4834,25
2,0,7,420,S58,15,15,0,0.3763,30
2,0,7,420,S59,19,18,1,0.4254,37
2,0,7,420,S60,16,14,2,0.4281,31
2,0,7,420,S61,7,7,0,0.4283,16
2,0,7,420,S62,13,13,0,0.3886,26
2,0,7,420,S63,14,14,0,0.4492,28
2,0,7,420,S64,6,6,0,0.4035,13
2,0,7,420,S65,13,13,0,0.3686,25
2,0,7,420,S66,12,12,0,0.4855,24
2,0,8,480,S0,9,9,0,0.4253,21
2,0,8,480,S1,7,7,0,0.4755,15
2,0,8,480,S2,12,12,0,0.458,24
2,0,8,480,S3,9,9,0,0.4537,18
2,0,8,480,S4,8,8,0,0.4893,18
2,0,8,480,S5,12,12,0,0.4491,24
2,0,8,480,S6,10,10,0,0.3316,21
2,0,8,480,S7,12,12,0,0.5379,26
2,0,8,480,S8,14,14,0,0.3853,22
2,0,8,480,S9,3,3,0,0.2786,12
2,0,8,480,S10,6,6,0,0.408,18
2,0,8,480,S11,5,5,0,0.2766,17
2,0,8,480,S12,6,6,0,0.4466,24
2,0,8,480,S13,15,15,0,0.5267,29
2,0,8,480,S14,8,8,0,0.2977,13
2,0,8,480,S15,12,12,0,0.4787,27
2,0,8,480,S16,7,7,0,0.4921,15
2,0,8,480,S17,13,13,0,0.4794,25
2,0,8,480,S18,13,13,0,0.4879,24
2,0,8,480,S19,7,7,0,0.3516,13
2,0,8,480,S20,9,9,0,0.4363,18
2,0,8,480,S21,5,5,0,0.4163,12
2,0,8,480,S22,12,12,0,0.4631,24
2,0,8,480,S23,7,5,2,0.585,15
2,0,8,480,S24,8,8,0,0.36,24
2,0,8,480,S25,12,12,0,0.4308,24
2,0,8,480,S26,14,14,0,0.3578,32
2,0,8,480,S27,5,5,0,0.4232,26
2,0,8,480,S28,15,15,0,0.3695,30
2,0,8,480,S29,19,19,0,0.4383,30
2,0,8,480,S30,7,7,0,0.5229,15
2,0,8,480,S31,16,16,0,0.4844,43
2,0,8,480,S32,12,12,0,0.376,24
2,0,8,480,S33,13,13,0,0.5173,27
2,0,8,480,S34,13,12,1,0.5491,25
2,0,8,480,S35,20,20,0,0.4301,24
2,0,8,480,S36,8,7,1,0.535,21
2,0,8,480,S37,19,18,1,0.3925,37
